Expt'l Mr (Da)	I	RT
18753.359	2666	37
7828.8655	2663	19
12102.1736	2660	33
44380.5655	2658	34.5
32729.7247	2643	38.5
13844.5279	2640	32
16961.1403	2633	26
32697.6738	2632	33
7518.9245	2628	30
28195.8967	2620	42.5
14783.0211	2619	24.5
35915.0175	2619	28
14130.8637	2614	31.5
22618.4633	2612	30
26601.4168	2605	33
10893.3853	2604	34.5
26289.5648	2597	37
18349.9581	2596	21.5
16436.3103	2593	32.5
20962.4186	2589	36
5463.9618	2586	17
18453.4262	2582	34
20612.1545	2572	33.5
17345.4815	2568	17
16146.5202	2568	30.5
5695.0074	2565	18
46813.2993	2565	37.5
33028.2457	2560	42
9355.952	2553	11.5
32954.1534	2552	42
32240.7105	2550	43.5
20903.8379	2548	24
10881.002	2544	22.5
13692.6622	2543	25
7383.0287	2538	25
47455.5114	2538	35.5
25906.3178	2537	28.5
6350.3503	2535	24
21943.9131	2534	35.5
18856.2403	2534	37.5
22457.8941	2532	23.5
8608.8195	2519	26
15445.399	2519	27.5
17639.8212	2517	29.5
13171.4245	2505	20.5
18182.9012	2501	21.5
9355.6975	2499	38
11979.4675	2485	18
32996.2422	2479	44.5
23473.3735	2478	26
15431.3334	2477	29
16368.8936	2468	24
15215.5033	2463	35
25856.3371	2462	25.5
15046.4002	2462	31.5
33494.4072	2460	42
14411.523	2459	21
5713.3204	2457	23
18863.2518	2455	38
20907.4458	2454	40
17269.9958	2453	41.5
18400.6375	2451	29.5
13952.7936	2451	31.5
22458.8947	2447	23
34430.3248	2441	25
10910.2442	2430	32.5
25906.3179	2424	29
35547.1999	2423	28
25070.3044	2419	25.5
9354.7023	2419	37.5
7383.5403	2418	25
7829.3703	2417	19
9319.9695	2409	11
14575.7254	2409	26.5
9294.9679	2408	11
28656.3223	2406	30.5
31430.6703	2403	36.5
21982.9326	2402	35.5
25842.3367	2395	24.5
32809.6838	2394	33.5
11332.2193	2385	42
32746.7233	2384	31
13766.5199	2375	30.5
21828.9317	2369	41.5
18439.0116	2368	19
13822.5268	2367	33
34127.104	2365	28.5
21791.9876	2362	22.5
32978.4614	2361	38
36779.912	2360	34
32730.7136	2357	37.5
23362.2292	2356	20
18792.3067	2345	38.5
22371.9848	2341	23
25905.3126	2339	28
30890.7727	2335	29
32979.4613	2335	38.5
41916.8359	2332	40.5
19772.0288	2330	36.5
10881.5031	2324	22.5
20632.1847	2323	34.5
30906.7952	2314	27
7519.4579	2310	30
41360.505	2309	38.5
47207.2969	2296	37
35766.0927	2293	29
21762.992	2288	23.5
9310.9273	2285	11.5
20761.1665	2284	20
24653.9797	2283	43
20645.5219	2282	18
12391.057	2278	13
33039.2251	2276	42.5
32685.7189	2270	32.5
41813.869	2266	42
12031.8817	2263	31
31330.0414	2262	28.5
20806.8566	2261	22.5
12304.5041	2258	43
22422.967	2257	23.5
43662.8661	2255	41.5
20904.3987	2253	36.5
17162.6397	2250	30
5649.7057	2247	31
34225.3778	2234	26.5
14323.4816	2226	27.5
8809.434	2220	29.5
12168.7195	2216	13.5
13646.683	2213	24.5
39779.7723	2202	25
42942.8996	2199	33
41829.8557	2194	39.5
17055.9137	2190	33.5
20022.5585	2188	27
7994.9398	2188	31
34127.113	2182	29.5
34198.3461	2175	27
25941.2909	2171	25
7960.2599	2169	25.5
35686.1338	2165	29
18447.5353	2165	43.5
19713.0118	2158	26.5
18876.2718	2157	37.5
19655.9953	2156	36.5
36526.1415	2154	40.5
28034.3309	2151	39.5
16269.8537	2148	20
21719.9553	2141	22.5
25625.3184	2141	29.5
15411.549	2138	35.5
18899.2479	2137	38
20953.8075	2136	22
29839.2028	2136	24
19242.3765	2136	27
41898.8445	2132	40
12454.6055	2121	23
23902.8067	2116	31.5
15305.5036	2113	36.5
11266.0725	2112	22
21633.9216	2112	22.5
7551.1317	2108	23
17166.6362	2107	30.5
35766.0988	2105	28.5
5713.3224	2103	22.5
18475.504	2099	44
21547.5131	2093	24.5
36037.9111	2093	29
17269.6735	2089	42
18843.2638	2083	38
17729.616	2081	29.5
32729.7276	2080	38
7959.7524	2076	25.5
32655.7892	2072	32.5
17823.1663	2065	15
17100.643	2064	27
17785.5686	2058	29.5
13892.5271	2055	32.5
24382.4378	2054	25.5
12876.0446	2053	26
23939.7677	2050	30.5
6889.7771	2047	32.5
20879.8166	2046	22
18497.483	2045	43.5
20779.1489	2040	20.5
16982.0368	2040	22.5
41657.7483	2040	39.5
5650.2074	2039	31
9362.8897	2039	37.5
34542.3563	2036	24.5
23473.3706	2036	25.5
29794.7229	2035	30.5
22371.9747	2031	23.5
15698.7097	2030	19.5
5878.1008	2024	16
5447.9627	2023	18
13140.0387	2020	13.5
12315.7846	2020	14.5
10075.8216	2019	27
18635.8305	2019	31.5
18698.6883	2016	43.5
17808.5657	2011	29.5
26521.7145	2009	38.5
21716.7939	2007	28.5
27992.6732	2007	37
11272.7617	2004	30
18845.2556	2004	37.5
30665.5673	2003	34
12129.2401	1992	26.5
4804.1846	1991	21.5
20171.6036	1991	27
16346.7223	1987	24
11731.4484	1984	22.5
17280.6813	1983	24.5
21925.4431	1981	25
38874.7544	1977	37.5
42965.8792	1975	33.5
17270.0044	1973	42
17188.7223	1972	38
15390.1003	1970	30
21848.9287	1968	38.5
18817.2869	1967	38
8321.4618	1965	11
7824.837	1963	20
21016.3809	1959	36
13987.4534	1958	29
22477.458	1957	21.5
13252.3857	1953	20.5
13733.5148	1953	32
18415.5401	1945	43.5
13832.3043	1944	33
17280.1835	1942	24.5
4628.5155	1939	11
25869.4931	1938	42
8081.6899	1937	21
6685.2561	1937	30.5
15736.7538	1936	25
23811.5301	1926	39
25868.994	1924	42
18443.4344	1919	34
9769.079	1918	35.5
12652.9221	1917	23
35508.2156	1913	28
39265.3016	1913	33.5
33097.225	1911	41.5
46754.0405	1908	39.5
10601.5059	1904	12
27527.0544	1901	32
9510.8689	1900	18.5
8809.931	1898	29.5
11884.7948	1897	39
10731.4497	1892	37
13729.6262	1891	25
14029.8827	1891	31
17188.7298	1887	38.5
33308.3848	1882	42
17269.3308	1881	42
15694.6668	1879	19
26582.4178	1878	34
17244.977	1876	41
12374.3203	1874	23
18643.1476	1874	37.5
42922.6794	1870	37
10075.3129	1869	27
17654.8223	1859	29.5
7995.6024	1858	31
30696.8806	1857	29
28826.058	1855	21.5
6890.2825	1855	32.5
26380.5214	1854	40
21807.9259	1850	35.5
27678.5435	1848	37
15389.5356	1840	36.5
10731.9479	1835	37
8081.6875	1833	20.5
20824.8866	1824	24
9335.2244	1821	37.5
32862.6434	1817	31.5
10315.0898	1815	33.5
22322.158	1813	31
21958.8725	1813	34.5
25956.289	1808	25
25792.2518	1805	36.5
10914.9669	1805	41.5
11272.2585	1804	30
4804.5205	1801	21.5
8470.5892	1799	26
10094.2309	1799	30.5
15781.7496	1797	25
4803.8521	1796	21.5
6560.5881	1794	32
33047.225	1794	41.5
23714.3511	1789	26.5
16975.9155	1789	41.5
36036.9345	1782	28.5
30084.8549	1779	30.5
22599.7749	1777	31
8873.3092	1776	29.5
7827.8566	1770	19.5
33932.8555	1767	41.5
21757.0983	1764	34.5
14452.5278	1763	21.5
13843.5237	1760	32.5
34937.9949	1757	38.5
35526.1904	1756	29
35606.1634	1756	29
16077.579	1752	16.5
11443.3586	1751	31.5
17242.674	1751	36.5
10453.191	1749	36
24992.5063	1746	35.5
10480.7064	1741	37
25904.4781	1740	43
36002.967	1739	27.5
15747.5964	1734	20
32282.6808	1734	42.5
20887.8214	1732	22.5
22684.8063	1729	31
21928.8731	1728	35.5
16090.1745	1725	21
35587.1463	1724	28.5
33518.3147	1723	38.5
10380.5919	1721	20.5
8470.0806	1720	26
27557.0625	1714	32
10698.6659	1711	25
17041.9278	1707	34.5
14189.782	1705	22
33120.2034	1704	42
16975.4176	1700	41.5
17246.3178	1699	41.5
15428.3398	1698	28.5
14767.0317	1697	25.5
37378.7532	1696	38
7828.3646	1695	19.5
10909.2489	1694	31.5
23766.1157	1690	36.5
36093.9336	1685	29
4628.0136	1682	11
21812.9349	1682	36
7172.7778	1682	41.5
8873.8089	1681	29.5
23710.134	1680	33.5
15940.4886	1678	25.5
13987.8271	1678	31
15360.5226	1676	37
25904.0267	1675	43
41726.8202	1673	36
41814.851	1672	42.5
25873.3227	1668	25.5
17369.5807	1668	39
12114.8756	1666	21.5
18703.3747	1664	38.5
16983.0482	1662	23
20903.832	1662	24.5
13653.1509	1661	29
22588.5295	1651	30.5
49172.0448	1648	40
10381.1007	1645	20.5
34596.3439	1644	24.5
15102.2613	1643	22.5
25905.3155	1642	29.5
49097.4666	1636	39.5
14710.0034	1635	21.5
15684.6138	1634	20
16406.8375	1632	32.5
28092.7889	1631	31
9335.2072	1631	38
14078.5294	1629	25
18958.9374	1629	27.5
13779.5313	1629	34
42487.3186	1626	38.5
15683.6741	1624	22.5
7013.9484	1622	31
32997.2452	1622	45
24672.968	1621	43
7995.9381	1619	30.5
17057.914	1617	33
32729.7157	1617	39
23570.1355	1616	24.5
31985.4336	1615	32
11216.723	1613	30
21892.9195	1611	33
10939.822	1610	13
21883.9079	1609	35.5
9443.1734	1608	11.5
28833.8935	1606	31
12470.2055	1603	24
17270.6882	1603	36
9501.1352	1601	11
30921.7818	1601	27.5
11417.3626	1599	31.5
15333.523	1599	37
18752.3586	1598	36.5
35960.0235	1591	29
16404.3394	1587	32.5
9501.1386	1585	11.5
6986.8949	1581	31
8572.8308	1579	30.5
22591.5186	1578	30
3765.9646	1577	31
13962.8856	1577	32
17165.8965	1575	33.5
35508.2084	1570	28.5
18721.3545	1570	37.5
35933.0144	1569	29
18389.479	1568	35
10443.7129	1568	36
11216.2285	1565	30
16364.9602	1563	23.5
15383.5507	1563	35
20906.9254	1563	41
22759.442	1561	33
11194.4939	1557	23.5
9384.1768	1557	38
15717.6659	1556	19
13429.1798	1554	29
21862.9273	1552	36
3512.4625	1549	42
22422.9699	1545	23
28182.7794	1545	31.5
10630.8699	1543	23
7172.7858	1543	42
18938.3551	1539	29
17870.8496	1535	31.5
10160.1445	1533	21
21821.9448	1531	22.5
33263.3939	1529	43
11952.4166	1528	30.5
6899.2808	1528	32
17237.7173	1527	35
21103.7853	1526	22.5
17763.1072	1525	28
35993.0029	1525	28
10481.2182	1524	37
9385.6745	1524	38
10936.9062	1523	31.5
21849.9229	1523	37.5
25152.3344	1521	26
16060.4572	1520	30
11357.3874	1519	30.5
10093.7296	1518	30.5
11194.9969	1516	23.5
10881.0051	1514	23
14861.8362	1514	35.5
11951.9182	1513	30.5
11884.2942	1512	39
22389.9768	1511	24.5
35899.4002	1511	35.5
17232.7081	1511	37
16865.9219	1508	35.5
12305.006	1508	43
13963.5607	1507	32.5
25098.2813	1506	25.5
16978.1185	1506	26
37378.7429	1505	37.5
30940.7612	1502	27.5
6986.4038	1501	31
12952.6549	1499	26.5
4679.297	1493	31
14719.9177	1492	33
5479.9553	1487	17
36018.9701	1487	28
12213.827	1485	20.5
27979.6763	1485	37
9319.9748	1484	11.5
22629.5202	1484	30
22660.4841	1484	32.5
30992.7352	1483	28
25926.3083	1482	26.5
22460.876	1480	21
13938.6267	1479	40.5
34874.0527	1477	44.5
22566.4938	1476	30
34091.8482	1476	34
11340.3663	1475	32
25868.9934	1474	42.5
27649.7547	1472	36
6706.7563	1470	30.5
15297.0291	1470	33
25099.2488	1466	26
28787.2779	1465	33.5
10939.9591	1465	35
33697.1956	1465	36
36131.9714	1464	28
17216.7171	1464	36.5
18824.3246	1462	38.5
17763.6061	1456	28
24609.9936	1456	44.5
35903.1795	1454	40.5
11952.4131	1452	31
14180.5595	1449	42.5
10453.7037	1448	36
10914.9819	1446	36
7840.8511	1440	23
14195.7883	1433	22.5
32979.2543	1433	42.5
17912.8646	1432	32.5
10315.59	1431	33.5
7825.3387	1430	20
6882.779	1428	32.5
24709.9936	1423	43
25768.9318	1421	41
11753.0531	1420	12.5
29431.9373	1419	34.5
4679.6208	1414	31
18761.7446	1412	42.5
13999.8707	1409	32
20869.8436	1407	22
41926.8599	1406	36
26211.3782	1405	28.5
25769.4123	1404	41
10881.5125	1402	23
25140.8513	1401	26
21849.8148	1400	33
16070.731	1399	20.5
9471.4781	1398	27.5
27665.5351	1398	37
7014.4448	1397	31
34371.4004	1397	36.5
10001.0993	1396	22
14252.811	1396	22.5
21924.8717	1396	34
36069.9327	1392	28.5
8573.3432	1391	30.5
41922.8361	1391	37
32730.7457	1391	39.5
26121.7282	1389	36
25170.722	1388	26
20907.4254	1387	41
25452.0788	1385	26
6170.0104	1385	30.5
14117.8354	1383	31
41027.4023	1383	36
28787.2955	1382	35
13948.5453	1380	32.5
21022.8215	1376	21.5
37514.8605	1376	38
17246.9825	1376	42
7841.3498	1375	23
9522.0677	1372	11
17229.7087	1371	36
35979.1467	1370	36
42187.0925	1370	40.5
16135.4657	1369	41
21346.5163	1368	31
22598.7765	1366	32
30198.5146	1364	23
6707.2685	1364	30.5
13938.9583	1363	40.5
41043.4605	1362	36
10937.2239	1361	31.5
13906.8041	1360	28.5
30782.2136	1359	30.5
30152.2751	1359	34
21983.9621	1359	36
23982.7746	1358	30
17771.9162	1357	20
12953.1564	1357	26.5
38492.8414	1357	36
32240.7	1357	44
13216.4195	1355	21
41635.7546	1355	39
12177.862	1354	20.5
21848.9352	1354	39
32729.6976	1354	41
18744.3122	1353	38.5
30938.7785	1352	27
34286.2531	1352	30.5
34621.3206	1350	24.5
13653.6763	1350	25
8065.7607	1349	30
22211.2412	1349	34
27940.5593	1347	31
6684.7581	1342	30.5
27641.0853	1342	32
13921.8946	1342	32.5
24031.7505	1341	31
14150.846	1337	31.5
21811.9309	1336	34
5866.1323	1334	13.5
26373.5688	1334	26.5
18653.8351	1333	30.5
10883.4532	1333	34.5
25451.0639	1332	25.5
18731.6981	1332	43.5
10936.9611	1331	34.5
27498.1009	1330	32
31917.2248	1326	32
9471.9745	1325	27.5
35666.5661	1323	36.5
25069.3457	1320	26
31191.2065	1320	36
4669.1373	1314	31.5
43680.8885	1314	34.5
10881.6353	1314	45.5
12680.8899	1313	22.5
9364.179	1312	38
20742.1568	1311	20.5
6560.1625	1311	32
13303.1153	1310	26.5
8021.5867	1308	30.5
22610.8031	1308	31
28816.0287	1306	21.5
25142.2999	1306	43
32289.7821	1305	42
14046.8774	1303	35.5
21789.2154	1303	38.5
12305.0063	1303	43.5
17270.006	1301	42.5
13765.519	1298	28.5
8066.2599	1297	30
26121.7359	1294	36.5
29376.1822	1294	40
33293.3897	1293	42.5
41692.7985	1290	40
22534.5044	1287	30.5
29840.2007	1286	24.5
31010.7316	1286	27.5
32952.5907	1286	30.5
28167.738	1286	31.5
16336.3641	1286	32.5
35946.0209	1285	27.5
18770.948	1284	28
11951.9167	1284	31
16335.8607	1284	32.5
14087.8464	1284	35.5
19852.4756	1284	39
20045.219	1283	26.5
10443.212	1280	36.5
49217.9406	1280	43
27592.0565	1278	32
17343.712	1278	36.5
6901.7821	1277	32
4701.6095	1276	11.5
17313.7077	1276	36.5
13938.3036	1276	40.5
13453.9411	1275	28
10929.4782	1272	35.5
12943.1587	1270	25.5
22042.189	1270	29.5
10882.9092	1270	34.5
37451.7775	1268	27
10930.9817	1267	35.5
9470.977	1266	28
8021.6048	1266	31
20980.3633	1266	36
17247.5355	1264	18
11369.3881	1263	31
23362.2405	1262	19.5
25960.2773	1261	25.5
14402.8802	1260	28
42921.7052	1259	36.5
32711.7045	1258	33
10937.4605	1258	34.5
34377.4611	1257	36
16365.9691	1256	27
17763.5926	1255	28.5
24925.1535	1255	43
20428.5189	1250	34.5
35140.2296	1249	43
25889.2871	1248	26.5
18811.2851	1246	38.5
17309.5046	1245	17
21485.2915	1244	24.5
27540.062	1244	32
25139.8869	1239	25.5
18404.4675	1239	34
33717.1798	1239	36.5
16386.3426	1238	32.5
34079.8562	1238	34
17269.3252	1236	42.5
4678.964	1235	31
17704.5827	1232	29.5
6882.2804	1232	32.5
15318.5149	1231	37
8135.2026	1230	24.5
32003.0971	1230	32
25225.933	1229	26
14302.0131	1228	43.5
10631.3699	1227	23
27872.6536	1226	31
21049.3185	1226	34.5
6944.9249	1225	31
27292.7971	1225	39.5
36158.9858	1223	28
18438.4586	1223	33.5
16352.3404	1221	32.5
20824.8801	1218	24.5
25906.302	1216	24.5
13220.0079	1214	13.5
23999.7783	1213	30
4701.1062	1212	11
4628.5158	1212	11.5
21479.8712	1210	36.5
14269.4806	1208	30
28011.8497	1207	31.5
15229.3442	1203	23.5
12305.5059	1201	43.5
15669.6989	1198	19
8605.3792	1196	36
32997.2475	1195	45.5
41832.8509	1194	41
25868.4665	1191	42.5
25903.4821	1191	43.5
15474.5887	1185	19.5
9363.8814	1182	38
23768.5702	1182	38.5
32245.7369	1181	42
6170.3469	1180	30.5
10937.566	1177	31.5
22538.4904	1176	29.5
17302.716	1175	36
10481.1995	1174	36
18588.9772	1173	30.5
10946.4565	1172	35
4669.4719	1171	31.5
41262.3729	1170	34.5
25110.8888	1168	25.5
22013.8694	1168	35
43657.86	1168	42.5
13199.0342	1167	13.5
28787.2809	1167	33
27581.0414	1167	38.5
8635.1356	1165	25.5
17103.8773	1165	34
15347.5282	1165	37
32730.7564	1165	40
16160.5073	1163	30
20922.9395	1162	40.5
21004.345	1159	36
9373.6792	1159	38
34208.7221	1158	33.5
21984.8465	1158	35
9471.4764	1157	28
17766.9049	1155	20
36023.928	1155	28.5
14829.0049	1153	25
17701.3803	1152	32
14473.5105	1151	21.5
4629.0184	1150	11.5
25986.2785	1150	26.5
20277.8194	1150	35
17269.6625	1150	42.5
25165.8795	1149	25.5
21744.9838	1148	23
22460.8839	1145	21.5
20924.4364	1143	40.5
33124.2095	1142	41.5
7039.425	1141	31
25905.419	1141	44
4701.1046	1140	11.5
20922.9394	1138	40
20003.1517	1137	18
29760.238	1137	24
49218.9352	1137	43.5
4755.4415	1131	18
6944.4197	1130	31
22057.0298	1130	34.5
16134.4676	1130	40.5
36793.9493	1128	34
21847.9365	1125	39.5
12943.157	1124	26
4172.3138	1123	36
34500.3646	1122	36
27581.5449	1122	38.5
22413.9857	1121	22
27563.0479	1120	30.5
27939.5497	1120	31.5
33263.3764	1119	41.5
21122.285	1118	34.5
21715.851	1118	35
28924.7403	1117	31.5
22564.7315	1115	31
29923.0464	1113	30.5
14046.3726	1113	35.5
20965.7793	1111	22
7614.7679	1109	35
25904.0076	1109	43.5
20991.7111	1108	34.5
9375.1844	1107	38
16599.5539	1105	34.5
25826.3491	1104	27.5
42485.2913	1104	38
23767.7079	1103	30.5
15447.3407	1102	29
8021.2687	1099	31
15679.6674	1098	19.5
28336.5023	1095	41.5
18488.475	1094	43.5
12134.8598	1093	21
13972.4416	1093	29.5
22674.7497	1092	31
9128.9143	1091	11
10480.7023	1091	36
33778.3333	1086	30.5
29778.2106	1085	24
8021.2662	1085	30.5
18362.9462	1084	21.5
21281.7239	1084	23
30006.9679	1082	28.5
47967.4895	1082	31
7039.928	1081	31
12524.8712	1078	22
13812.5184	1077	28.5
41268.3103	1077	33.5
13946.5777	1076	20
41926.8635	1075	36.5
18347.9697	1074	21
12251.3809	1074	25.5
15110.0298	1073	30.5
21847.9344	1073	38
46087.547	1073	40
21244.7304	1072	23
33992.7413	1072	41.5
17009.6007	1071	27
7283.9664	1069	32.5
20923.4331	1067	40
24653.9786	1067	43.5
20231.4024	1066	31
40809.261	1066	36
17038.1091	1062	26
27648.0863	1061	32.5
4701.6059	1058	11
13797.5375	1056	31
7615.2596	1056	35
9364.6844	1056	38
32809.6658	1053	34
29821.1822	1052	25
35547.1898	1052	28.5
5666.6112	1052	41.5
37073.6094	1050	40.5
5463.9601	1047	17.5
15639.7173	1047	19
27594.0831	1047	30.5
30814.6942	1044	29
42925.8563	1043	33.5
21956.8643	1043	35
12310.0884	1042	13.5
13454.5315	1042	31
7628.7746	1042	35
9318.4282	1041	31
4172.1085	1040	36
15257.5468	1038	36
20919.8247	1037	21.5
18219.9431	1036	18.5
10452.9241	1036	22.5
43315.1904	1035	36.5
18497.4855	1035	44
32507.8651	1033	42.5
15703.6575	1031	23
44642.3411	1031	31
31191.2062	1031	36.5
9328.247	1031	37.5
10361.9427	1031	41.5
9317.9218	1030	31
25940.3041	1027	24.5
15471.3244	1027	29
16119.8518	1027	42.5
30073.7839	1025	37.5
24146.703	1023	30.5
47543.1038	1023	39
31003.92	1021	27
13158.95	1020	18.5
18415.5348	1020	44
25222.9949	1019	25.5
13480.9455	1019	27
15082.8915	1019	30
5097.6514	1018	18
33078.2083	1018	42.5
18698.67	1017	44
32730.6952	1017	44
32224.7582	1015	42.5
21092.7235	1014	22.5
22599.7835	1014	30.5
34656.3068	1013	24.5
35627.1424	1013	28.5
16989.9062	1013	42.5
34149.0997	1012	29
11971.3933	1012	30.5
32881.6973	1012	33.5
32304.6642	1009	42.5
28334.4875	1007	41
14340.5267	1006	30
30085.8075	1006	30
35507.2998	1006	43.5
14216.7835	1005	22.5
33699.1571	1005	37
43663.8679	1004	35.5
8623.7924	1003	17
32964.1889	1001	42
13179.037	1000	13.5
10479.2092	1000	36.5
