Expt'l Mr (Da)	I	RT
10881.4954	18049	22.5
24017.727	17864	30.5
24059.1197	17856	26
34127.0854	17821	29
22446.5131	17811	29
10880.9938	17788	22.5
23983.7476	17556	32
34209.661	17488	33
41863.8206	17340	40.5
37123.9237	17235	33.5
23902.7865	16872	31.5
17595.1358	16861	26
34351.3363	16845	25.5
47208.2772	16699	36
41864.8123	16661	40
24609.9918	16605	43
24115.4673	16449	20
23922.7743	16094	30.5
27579.017	15962	38.5
42922.8617	15838	33.5
11992.8885	15645	31
27579.5122	15566	38.5
11992.8879	15529	30.5
22388.9558	15520	23.5
34596.3211	15515	24.5
17269.9729	15513	41
24108.689	15407	31
24609.985	15387	43.5
24109.6869	15256	30.5
23570.1195	15245	24.5
21332.7825	15057	23
25868.4481	14964	41
17269.6505	14952	41
21860.9104	14917	22.5
25925.2856	14785	25.5
25868.9507	14774	41
41793.8434	14380	40.5
24000.0332	14335	24
11992.386	14327	30.5
22389.9579	14168	23
21261.7082	14139	23.5
26373.5339	14071	26
24237.3396	14015	26
34621.3116	13991	24.5
20779.1293	13980	20.5
42962.8563	13899	33
21791.9731	13855	22.5
34198.333	13736	27
11992.3884	13670	31
25887.2874	13573	25.5
21778.9794	13523	22
21244.7185	13508	23
34560.3372	13497	24
34461.3501	13307	24.5
32872.5746	13275	32.5
32996.2244	13210	42.5
20831.5497	13178	23
21281.7058	13093	23
35899.3615	13063	35.5
25926.2846	13034	26
26582.3964	13015	33
10267.4422	12908	35.5
24125.6849	12709	31
9363.9003	12700	37
43316.148	12683	36.5
35606.1468	12660	28.5
25888.2901	12590	26
24145.4682	12529	19.5
24126.68	12527	30.5
24018.7287	12424	31
40363.8105	12263	34
41691.7576	12166	39.5
32697.6946	12161	32.5
34226.3628	12158	26.5
14617.1612	12107	33.5
18453.515	12087	43.5
17269.3127	12033	41
24145.476	12026	20
40442.7762	11902	34
12031.8712	11852	31
26373.5357	11834	25.5
32751.6752	11804	32.5
11332.2	11685	41.5
32772.6473	11637	32
36053.8967	11594	28.5
21820.9294	11580	22.5
36069.915	11567	29
41383.4457	11484	38
41793.8196	11451	40
24097.6909	11383	30.5
21828.9246	11343	34.5
18688.361	11340	37.5
18386.0153	11211	38.5
34874.051	11179	43
12032.3668	11158	31
21720.956	11151	22.5
23727.7304	10993	34.5
23728.2328	10899	34.5
34657.2976	10883	24.5
29794.7005	10882	30.5
43316.1501	10810	35.5
25904.4658	10776	41.5
25903.9675	10746	41.5
41418.4516	10731	38
33018.2073	10671	42
23983.7461	10652	32.5
32711.7194	10640	32
23444.0764	10599	24.5
39780.7654	10594	25
18385.6795	10593	38.5
20742.1355	10564	20.5
34499.3718	10543	25
10361.8163	10449	41
23767.6783	10389	30.5
21762.9739	10357	23.5
24365.4005	10183	25
36025.8825	10142	29
24063.7134	10099	32
37476.7542	10044	27
32676.7671	9941	32
21841.9353	9913	23
17280.1738	9903	24.5
34580.3425	9857	25
25906.3017	9781	26.5
38875.7176	9767	38
10630.8636	9754	23
35933.9932	9724	28.5
12031.8694	9709	30.5
40453.8499	9620	35
35959.9958	9561	28.5
23767.682	9554	31
21633.9039	9393	22.5
34351.3265	9391	25
33186.8859	9386	35
21828.9249	9375	35
29249.2212	9324	34
21252.2802	9308	24
39264.2663	9286	33
12032.3628	9239	30.5
23938.7498	9231	30.5
31523.9121	9221	35
34575.3329	9127	24
24097.6911	9039	31
23923.7728	8994	31
47454.4737	8993	35.5
34209.6612	8925	33.5
41880.8099	8902	40.5
20618.0854	8876	20.5
34541.3472	8775	25
21744.955	8763	23
10631.3649	8738	23
32791.635	8654	32
40203.8966	8548	34
34460.3556	8526	25
21490.0261	8504	24.5
18421.9978	8492	19.5
20719.136	8491	21
25768.9049	8479	41
42986.8487	8456	33.5
10381.0809	8329	20.5
33017.2087	8327	41.5
35980.9851	8293	28
34874.0428	8281	43.5
20820.0892	8271	20.5
25769.4044	8233	41
27892.2376	8220	22
37652.0935	8219	30
34226.3585	8170	27
40444.7826	8081	34.5
14411.5078	8046	21.5
17247.5271	8024	17.5
28789.2621	8022	34.5
20802.1168	7985	20.5
33778.2983	7981	30
23886.7673	7952	30.5
41881.81	7919	40
41359.4669	7910	38.5
18385.3499	7900	38.5
32830.6194	7830	32
10380.5816	7802	20.5
25625.3013	7757	29.5
33950.8013	7752	41.5
18330.9501	7749	21.5
23950.7521	7745	30.5
43296.1382	7640	36
42988.8378	7620	33
34501.3747	7609	25.5
21803.9645	7596	23
25687.5207	7592	28
41813.8215	7562	41.5
25985.2604	7550	26
20860.0845	7546	20.5
34640.3033	7465	24.5
21344.7027	7400	23
10631.8672	7339	22.5
24000.0302	7271	24.5
29845.9829	7247	27.5
46754.0043	7210	39
32901.2317	7181	38
22247.2914	7174	22.5
34558.3448	7172	25.5
23847.6509	7109	31
25904.4627	7090	42
24144.6799	7063	31
47313.3909	7045	35
22477.4368	7034	21
32661.7303	7023	32.5
10631.3696	7018	22.5
25846.3199	6998	25.5
23362.195	6968	20
25903.9669	6954	42
32675.7624	6858	33
46813.2649	6852	37
32729.692	6847	33
17245.9667	6832	41
28662.984	6828	23.5
17281.6759	6823	24.5
23999.7517	6806	30
17767.8763	6732	19.5
16366.3453	6730	32
17246.2974	6721	41
39264.2651	6679	33.5
24144.6752	6660	30.5
30696.872	6604	29
29249.2061	6604	34.5
49097.4303	6576	39.5
21331.8103	6558	22
41829.8268	6551	39.5
21303.6932	6495	23
7996.2609	6466	30.5
32281.5272	6456	30
21879.9096	6443	22.5
35980.1214	6434	36
25940.2803	6411	26
17188.7101	6395	36.5
34608.3083	6351	24.5
30031.7966	6328	38
43340.1434	6293	36
27150.1876	6282	37.5
24163.6664	6255	31
28656.299	6218	30.5
34212.3498	6203	26.5
47208.2689	6190	37
25941.2808	6163	25.5
41397.4484	6121	38
23939.7443	6096	31
7995.9356	6088	30.5
42486.2572	6061	38
35606.155	6049	28
20748.8864	6034	24
26582.4051	6027	33.5
26293.5645	6025	25.5
7995.5839	5979	30.5
36069.9065	5970	28.5
22155.2574	5959	30
41895.8017	5952	40.5
32083.5817	5939	30.5
8021.2559	5900	31
20740.13	5891	20
41844.8024	5839	41
25808.3224	5806	25.5
32696.7096	5806	32
41553.6729	5800	37
8021.5845	5791	31
40363.8088	5740	34.5
43005.8206	5690	33.5
42922.8502	5673	33
26211.353	5660	29
40283.8357	5647	34
25985.2583	5642	25.5
36003.9386	5585	28
25922.2954	5576	25
34685.3088	5559	24.5
7995.2671	5505	31
16365.8446	5500	32
30910.7622	5488	27.5
17245.6322	5451	41
17618.8291	5436	29.5
10360.0732	5425	20.5
34499.2786	5408	24.5
34479.385	5408	26
28658.8107	5400	36.5
21361.6613	5373	23
23983.7473	5372	33
47233.2761	5371	36.5
20593.4151	5352	23
41897.792	5352	40
21860.9075	5342	23
13780.5215	5341	32
32809.6425	5311	32.5
20779.1216	5276	20
34180.3258	5274	26.5
8021.9313	5235	31
32749.6843	5216	31.5
25868.4472	5195	41.5
21244.7308	5187	22.5
12952.6517	5168	26
8021.2614	5160	30.5
21280.7083	5159	22.5
36085.9228	5145	29
16405.8297	5136	31.5
25904.4762	5117	40.5
5782.0415	5103	17.5
36038.8995	5100	29
25071.2852	5098	25.5
24063.7097	5097	32.5
24163.6708	5083	30.5
34527.2735	5076	24.5
25847.3129	5075	26
17269.3092	5054	41.5
41813.8284	5033	42
29845.9882	5022	27
25868.9517	5021	41.5
34596.3278	5016	25
23982.7571	5010	30
22247.2826	4996	23
10359.5783	4994	20.5
23847.6486	4991	30.5
43024.8156	4988	33.5
25071.4573	4962	36.5
16405.3347	4960	31.5
11951.8994	4954	30.5
25071.9491	4941	36.5
25903.979	4939	40.5
21720.9593	4934	22
21092.6853	4916	22.5
11952.4067	4916	30.5
35686.1115	4903	28.5
10360.069	4872	20
34461.3759	4863	25.5
46755.0027	4855	39.5
34515.3508	4847	25
18454.5037	4844	44
17269.6452	4840	41.5
12953.1536	4831	26
30006.955	4819	29
10348.1711	4808	41
21904.8742	4807	22.5
33039.1974	4807	42
5878.096	4796	16.5
32978.2352	4776	42
35980.1271	4735	36.5
47313.3934	4726	34.5
21133.6636	4699	23
36037.8973	4698	28.5
16132.1722	4645	21
41359.4533	4627	37.5
8021.5895	4620	30.5
26293.5692	4600	26
23887.7631	4597	31
33263.363	4572	42
23950.7532	4541	31
22773.0238	4529	36.5
23566.3931	4521	23
24115.4592	4515	19.5
20777.1335	4512	19.5
37105.8914	4512	34
20374.0119	4499	20
32853.5978	4494	32
30051.7832	4493	37.5
17979.9962	4491	27.5
33207.8802	4491	34.5
10729.2597	4487	42
17269.9793	4482	41.5
26179.9566	4480	22
39435.2445	4476	36
41418.4508	4444	37.5
37448.7316	4421	27
32830.6459	4411	31.5
8021.9257	4395	30.5
33942.1362	4355	37
25904.4683	4306	42.5
7254.348	4280	22.5
25903.9824	4274	42.5
26211.346	4261	28.5
17980.5001	4250	27.5
24618.0692	4241	23.5
32576.6041	4236	26
41391.4486	4233	37.5
49097.3971	4221	40
41916.7871	4217	40.5
35882.132	4205	41
25966.2556	4200	26
34373.4823	4194	31.5
25826.3347	4186	26.5
36023.8892	4179	28.5
20819.0795	4164	20
41553.6513	4158	37.5
32927.3629	4152	37.5
32772.6539	4139	32.5
10360.5769	4135	20
23903.7785	4127	32
34212.3454	4117	27
21791.963	4115	23
27821.2235	4110	33.5
38461.4284	4108	29.5
34449.3088	4064	24.5
41658.7012	4063	39.5
10881.4989	4050	23
42942.8597	4042	34.5
28033.7841	4027	39.5
34484.3014	4002	24.5
34874.0236	3990	44
36030.9247	3970	28
6738.481	3969	40
16498.6088	3955	42
17280.1742	3939	25
34619.3172	3906	25
20374.013	3903	20.5
26398.4913	3899	40
20841.0801	3881	20.5
25966.2527	3881	25.5
32872.5893	3881	32
17179.5951	3878	41
25808.3322	3863	26
34671.2979	3861	24
46813.2388	3857	38
28033.3023	3837	39.5
34514.2086	3835	24.5
30911.7705	3834	28
21820.935	3833	23
17179.9304	3789	41
33915.1391	3786	37
17280.6761	3781	25
16498.1051	3780	42
10880.9973	3769	23
32155.488	3769	30
41914.7827	3749	40
32712.7117	3731	32.5
35986.3545	3717	35
35980.9754	3708	27.5
12953.6586	3688	25.5
34641.3007	3687	24
18475.4908	3671	43.5
35882.1502	3670	40
28656.2956	3666	31
41340.4582	3663	38
37147.9023	3657	34
29814.6969	3644	30
21744.9713	3635	22
23719.4394	3627	25.5
36131.953	3627	28
21346.5053	3624	31
28414.443	3603	32.5
17180.261	3591	41
32979.4275	3590	38.5
17966.9945	3577	27.5
33047.5785	3571	32.5
15818.8205	3548	34.5
12953.1606	3546	25.5
15818.4939	3535	34.5
28414.4554	3506	32
21761.9699	3503	24
11332.203	3494	42
11951.9035	3491	31
37493.7606	3487	27
41808.5963	3486	37.5
36271.107	3479	33
10870.9949	3477	22.5
43044.7979	3469	33.5
49170.8782	3427	40
10340.6626	3424	23
15656.6958	3423	19
25868.4631	3421	42
35547.1786	3410	28
25863.2971	3393	25.5
32902.533	3371	32
38503.8114	3344	36
11951.4	3341	31
12912.6746	3339	26
25951.2602	3332	26
15819.1545	3329	34.5
24506.8843	3312	27.5
10871.4945	3309	22.5
4869.5358	3305	16.5
23629.5925	3305	22
42190.0572	3305	40
34180.3213	3304	27
25868.9633	3304	42
17967.4904	3302	27.5
48473.4317	3289	41
18432.5259	3272	44.5
18709.348	3268	38
20907.4226	3251	40.5
41813.8354	3249	42.5
47479.4617	3246	35
21829.927	3234	22.5
43006.8225	3222	33
17269.3089	3204	42
21803.9543	3200	22
47216.3417	3194	35
21923.9065	3182	22.5
34672.286	3155	24.5
20761.145	3146	21.5
20680.7309	3145	38
12913.1736	3139	26
29448.0156	3139	26.5
21547.5016	3132	24.5
16090.1607	3129	20.5
35920.3564	3113	35
24381.4055	3112	25.5
20702.125	3110	20.5
29446.0058	3102	27.5
25903.9933	3078	43
36085.9141	3072	28.5
30890.7721	3059	28.5
34127.0771	3046	28.5
38747.1277	3042	26.5
17269.6379	3038	42
42189.0588	3032	40.5
23570.1177	3031	24
36158.9496	3027	28
35913.9847	3026	28
33037.2043	3018	41.5
20680.2238	3014	38
47479.4693	3011	34.5
35508.1929	3000	28
17624.0156	2998	15
32997.2429	2991	43
25905.2991	2981	27
34167.3095	2968	26.5
46835.2387	2967	37.5
36099.9085	2953	29
34594.3105	2951	24
25904.4752	2944	43
9255.9969	2942	11
10880.9922	2927	22
23605.139	2923	36.5
32387.7704	2919	29
27780.5861	2910	35.5
20907.4198	2893	40
29305.9899	2876	27.5
46777.9799	2872	38.5
20618.0876	2868	20
16365.8458	2862	31.5
33832.9489	2851	24.5
41439.4323	2851	38
20907.9181	2850	40
32792.6478	2834	32.5
33778.3077	2824	30.5
34688.3134	2823	24
17246.6381	2823	41.5
32240.6958	2820	42.5
15446.3891	2807	27.5
17240.188	2806	25
24059.1183	2804	25.5
20735.1309	2801	20.5
32978.2358	2799	41.5
29820.1695	2798	24
17239.6917	2786	25
34516.3625	2786	25.5
21602.969	2778	35
17269.9932	2770	42.5
7172.7793	2768	41.5
25769.3988	2762	41.5
25952.2611	2755	25.5
33915.128	2752	37.5
25868.2937	2737	26
20735.1192	2735	19.5
23604.634	2728	36.5
17245.963	2723	41.5
24609.978	2721	44
18698.6729	2720	43.5
43360.1257	2719	36
21860.9027	2713	22
23983.7612	2711	33.5
20906.9244	2710	40.5
25768.8954	2702	41.5
7528.7782	2690	19.5
32155.4879	2680	29.5
7788.9384	2623	21
41813.8429	2621	43
16366.3471	2617	31.5
20600.0754	2616	20.5
34541.3487	2610	25.5
29696.8757	2610	38.5
34656.2985	2607	24
24003.7447	2606	31.5
29820.1799	2599	24.5
29740.2126	2595	24
24045.7262	2594	31.5
34702.29	2582	24.5
33060.1822	2570	42
42903.7021	2566	33.5
32802.1634	2564	38
21321.666	2558	23
20593.4008	2555	22.5
33950.8191	2544	42
34624.3066	2535	24
30664.5413	2522	34
17246.3111	2516	41.5
29469.0076	2511	27
17823.1556	2494	14
10880.4891	2490	22
15445.8874	2488	27.5
4395.2078	2487	20.5
42967.8559	2486	34
21348.7627	2480	22.5
47454.4743	2472	36
13938.6183	2469	40.5
30031.7932	2468	37
21893.9021	2465	22.5
38489.7976	2463	36
38774.137	2456	26.5
23376.9892	2452	38.5
10910.8959	2434	32
8636.115	2428	25.5
30970.7411	2428	28
33010.5942	2417	32.5
34293.5212	2406	31.5
34527.3346	2404	25
33263.3738	2404	42.5
8636.7818	2402	25.5
12031.8677	2400	31.5
36006.9266	2395	27.5
21133.6763	2394	22.5
17264.5083	2391	17
17608.0356	2388	14.5
41635.6981	2385	40
35885.2215	2377	30
13938.2803	2366	40.5
17270.3259	2361	42.5
25071.2736	2359	25
12032.3635	2358	31.5
21791.9752	2357	22
20831.5536	2346	22.5
42958.8287	2332	32.5
35986.3577	2332	34.5
13937.9432	2332	40.5
17823.1496	2329	15
43396.1287	2322	36
41850.8109	2321	39.5
27851.2137	2315	33.5
35456.8605	2314	26
41813.8304	2312	43.5
17269.9715	2310	42
10910.5674	2309	32
23902.7687	2304	32.5
33060.5322	2299	32
23656.6952	2299	34.5
23376.4936	2288	38.5
10143.2744	2276	19
24187.6719	2259	31
17269.6437	2255	40.5
42975.8466	2252	33
8609.7936	2249	25.5
23982.7533	2249	34
23657.1821	2242	34.5
25687.519	2236	28.5
25868.9497	2234	40.5
21472.9254	2231	33
47231.2989	2230	36
16714.6327	2220	36.5
41780.7296	2220	40
16498.6114	2219	41.5
21472.4314	2210	33
10381.5846	2208	20
35902.153	2202	40.5
16498.1048	2201	41.5
26006.2372	2198	26
32661.7349	2198	32
25448.7845	2198	35
42486.2665	2197	38.5
35140.1941	2193	43
8609.4696	2189	25.5
13938.6129	2177	40
15015.9038	2171	37.5
16714.3001	2170	36.5
25626.2913	2166	30
25868.4636	2165	40.5
29578.871	2164	34.5
34800.3656	2155	31.5
41812.7977	2151	44
34167.288	2150	27
34246.3544	2149	26.5
17269.6424	2139	42.5
32927.3743	2137	37
28742.9503	2136	23.5
34577.335	2134	25.5
37216.363	2134	26.5
12913.1729	2132	25.5
35508.18	2121	28.5
34127.0878	2120	29.5
10361.5919	2120	41.5
7087.5964	2118	23
42941.845	2112	35
6322.3264	2111	34.5
47313.397	2111	35.5
20788.1282	2096	20.5
34413.2979	2092	24.5
22461.842	2091	21.5
21841.9224	2089	22
36300.4551	2085	30
18689.3731	2085	38.5
8636.4814	2081	25.5
40297.7746	2080	35
41375.4577	2077	37.5
21870.9033	2073	22.5
46615.62	2072	37.5
34609.3053	2071	24
20860.0833	2067	20
6358.1876	2061	40
16090.1616	2054	21
43023.7923	2053	33
34965.5165	2050	38
47254.24	2049	36.5
15016.4003	2047	37.5
18438.9937	2042	19
11991.8825	2036	31.5
20882.0711	2035	20.5
12364.2564	2028	36
20702.1469	2016	20
12363.7599	2016	36
17595.1488	2014	25.5
12912.6678	2012	25.5
24237.3409	2008	25.5
34560.3528	2006	26
20823.8514	2001	22
4116.3831	1998	22.5
40458.8276	1998	34.5
42922.8284	1996	34
9490.8228	1995	34.5
16041.2832	1992	30
22773.0246	1989	36
29306.0041	1982	28
32730.6928	1968	33.5
47049.2816	1960	36.5
18497.4738	1958	43.5
22459.4151	1954	21.5
27174.0185	1952	26
32215.6502	1952	32.5
8705.6961	1951	21
38461.4384	1950	30
20801.1046	1945	20
13937.9405	1945	40
32945.187	1944	30
20186.9507	1941	20.5
23444.0649	1941	24
17808.1412	1938	14.5
22345.4864	1937	23.5
18447.5236	1933	43.5
17640.0316	1921	14.5
47188.2677	1920	36.5
26678.2245	1911	21.5
34448.3125	1910	25
10912.2286	1903	32
37461.7413	1900	27
20027.8685	1883	20.5
4395.2048	1882	20
9363.8951	1877	37.5
34277.2967	1875	27
33942.1266	1873	37.5
33001.4118	1869	38
25449.3028	1866	35
40463.7723	1865	34
18731.6862	1864	43.5
47216.3485	1861	34.5
32836.6342	1849	32.5
23918.7839	1846	30
28661.9831	1842	23
43060.789	1840	33.5
5878.0953	1838	16
23983.7515	1835	35.5
17980.5012	1827	28
23983.7586	1823	35
24082.7047	1816	31.5
36016.9411	1811	28
28658.8055	1811	37
17216.1509	1807	24.5
41635.7133	1796	39
24429.8068	1789	25
33080.1816	1788	42
42942.964	1787	35.5
18561.9569	1786	34
31527.9183	1786	34.5
13791.0167	1785	38.5
47433.4889	1784	35
32888.5849	1782	32
34607.3313	1781	25
24063.7178	1780	33
11520.7888	1777	24.5
32790.6686	1775	31.5
41947.778	1772	40.5
40383.7942	1761	34
10881.6184	1757	45.5
20634.0544	1756	20.5
24116.6812	1756	31
32865.2271	1755	29.5
21262.7219	1754	22
11520.1119	1750	24.5
41930.7754	1750	40.5
32872.5871	1738	33
38897.7295	1736	37.5
41674.7002	1733	39.5
11992.3803	1731	31.5
23982.7619	1730	34.5
34242.0754	1728	30
12305.9978	1727	43
32916.5902	1726	32
32978.4211	1725	37.5
17840.1537	1721	14.5
41813.8244	1719	44.5
16338.3746	1718	32.5
41712.7268	1717	39.5
41767.6415	1716	40.5
35548.1637	1715	28.5
17980.9991	1709	28
32082.5726	1706	31.5
16365.3458	1706	32.5
20862.4116	1701	36
37105.9204	1698	33.5
26665.699	1698	34.5
41458.4267	1698	38
22495.4202	1694	21.5
25842.3289	1691	25
47240.2221	1684	30.5
18448.53	1684	43
34874.0307	1683	44.5
23380.1864	1673	19.5
21821.922	1673	22
10893.993	1673	22.5
30931.7357	1671	27.5
43378.1148	1670	36
24016.7416	1658	30
17215.6471	1657	24.5
26006.2434	1655	25.5
35820.8362	1654	35.5
32893.5931	1653	32.5
34703.2916	1643	23.5
49173.9206	1642	40.5
41832.8106	1638	41
37124.9193	1637	34.5
5463.9538	1630	17
20685.681	1630	23.5
35959.9971	1629	29
43336.1467	1622	35.5
10297.923	1620	27.5
8021.2445	1620	31.5
32996.2086	1612	43.5
34060.11	1611	24
33168.8907	1611	34.5
42010.9027	1609	39.5
41693.7483	1607	40
21109.7042	1606	22.5
24402.7975	1606	24.5
25904.4594	1605	43.5
14897.3532	1603	30
25868.4542	1599	42.5
34543.3006	1596	24
12305.5006	1595	43
13939.2772	1593	40
47050.2977	1592	36
16990.8924	1589	42.5
36113.9071	1583	29
7968.2718	1583	30.5
42894.6607	1583	33.5
31003.9294	1575	27
18415.5192	1575	43.5
41864.8122	1572	39.5
35932.9963	1567	29
8021.5769	1567	31.5
14897.8519	1566	30
11737.1739	1564	25.5
30873.7814	1564	28
23301.0502	1561	31
17966.9995	1560	28
23278.8146	1560	31
16338.8775	1560	32.5
33013.1991	1547	41
25906.2931	1545	27.5
16041.7893	1545	30
34894.0425	1545	43
17967.4985	1543	28
47241.2544	1543	31
18476.4891	1541	44
31330.0249	1539	28.5
7995.2656	1538	31.5
16405.8248	1538	32
30871.7765	1532	27.5
23286.5403	1530	30.5
32901.2202	1528	38.5
41843.8104	1525	41.5
41870.792	1524	41
17722.9721	1522	14.5
23966.7576	1521	31.5
7994.9261	1520	31.5
10894.4946	1519	22.5
10298.2703	1518	27.5
24281.8043	1517	24.5
33058.1949	1514	41.5
32731.6905	1512	34
25903.9768	1512	43.5
28639.5809	1506	32.5
41929.77	1503	40
12005.3717	1501	30.5
10381.0831	1500	20
36132.8918	1496	29
35587.1356	1493	28.5
25868.956	1493	42.5
7172.7799	1492	42
41947.7786	1490	40
23302.0067	1488	30.5
43964.2649	1488	36
41615.7399	1488	39.5
10666.8995	1485	22.5
23902.7898	1481	30
29740.2213	1478	24.5
32851.6215	1475	31.5
37652.0974	1474	29.5
25825.3241	1473	27
24079.7147	1470	30
20719.1468	1468	21.5
11737.6844	1462	25.5
46586.6364	1462	37
38541.3912	1459	30
34247.3405	1457	27
25768.9025	1457	42
34429.2955	1452	25.5
16405.3223	1452	32
47374.4803	1451	31
37169.8795	1449	34
42976.8508	1448	33.5
15763.4615	1446	34.5
43296.1498	1446	36.5
43341.1268	1444	36.5
36871.4498	1442	35.5
17329.1461	1439	24.5
39800.764	1439	25
36043.9288	1439	28
12952.2391	1439	41
35992.9681	1438	28
17922.107	1437	14.5
23274.0216	1437	30.5
37454.1656	1437	36
32688.731	1434	32
25072.9818	1434	37
30970.732	1433	27.5
32281.5254	1432	29.5
24118.6767	1432	30.5
10625.6471	1431	23.5
24134.6833	1430	31
43045.8101	1430	33
20766.9261	1428	23.5
21877.9005	1424	23
10000.0868	1423	22
32082.5784	1422	31
32781.638	1422	32
25858.3102	1420	26
46754.004	1420	40
5782.0387	1418	18
6906.0829	1417	20.5
25428.7647	1416	41
34704.2928	1410	24
12017.88	1409	30.5
35963.1443	1407	30
11519.4556	1406	24.5
25769.395	1403	42
46586.6257	1401	37.5
31330.0275	1398	28
10621.8955	1396	23
32842.6111	1384	32
12364.256	1384	36.5
25678.1662	1383	25.5
22557.3851	1382	21.5
24211.7451	1382	24.5
36053.9203	1382	29.5
37380.6806	1381	38
12045.3661	1380	30.5
43965.2638	1380	36.5
12952.7343	1380	41
9256.993	1378	11.5
32996.1981	1377	44
30073.7663	1370	37.5
42627.9235	1369	37
41755.6297	1368	40.5
10546.8587	1367	22.5
43315.1175	1366	37
47272.2112	1364	36.5
21232.8296	1361	22.5
17041.9124	1361	33.5
17345.4623	1360	17
10666.4037	1359	22.5
45017.6053	1358	36.5
21846.9155	1355	34.5
10547.3689	1353	22.5
20734.1334	1352	20
17216.152	1352	25
30481.0748	1350	30
16966.5283	1347	35
36030.926	1345	27.5
40443.7944	1343	36.5
40438.8242	1342	33.5
47553.4605	1339	35
32765.6656	1335	31.5
23569.1216	1332	25
30703.2375	1332	30
41813.8317	1330	45
16365.8484	1327	32.5
29177.7928	1325	39.5
33097.1946	1323	42
11784.0598	1321	24.5
17246.6297	1320	42
34675.2984	1317	23.5
17296.1711	1317	24.5
10566.3304	1316	22.5
17247.3136	1316	42
21633.9094	1315	23
6906.7539	1312	20.5
36158.955	1312	27.5
34148.0768	1311	29
48577.7771	1310	32.5
36098.9237	1309	28.5
37145.906	1306	33.5
10508.9727	1304	35
25071.4543	1302	37
10374.4581	1301	23.5
17328.6461	1301	24.5
10307.5705	1301	41
16019.7444	1299	17
36864.0053	1298	43.5
25459.6127	1295	41
16594.4608	1291	34.5
26764.0345	1289	33
32529.5776	1288	31.5
6358.1915	1286	40.5
32259.7318	1284	42
11784.5524	1283	24.5
32112.569	1283	30
23235.7262	1282	31
41673.108	1279	23
8624.2801	1277	17
40443.82	1277	36
24045.7313	1271	30
17839.1534	1268	14
26213.3645	1265	29.5
12363.7559	1261	36.5
39303.2278	1261	38.5
10622.3884	1260	23
46856.1996	1258	37.5
36131.9224	1256	27.5
41968.7971	1256	40.5
24062.7151	1254	34
20227.4192	1253	35
23983.7527	1248	36.5
20186.9456	1247	20
15761.9541	1246	34.5
17215.651	1244	25
37512.7548	1243	27
